Alert ID,Issue Date,Article Title,Disease,Lat,Lng,Location,Cases,Deaths,Rating
10408590,10-06-2024 06:30,"Moderna Combination Shot Outperforms Standalone Flu, Covid-19 Jabs - ...",Influenza,39.96693,-97.556099,United States,,,1
10408594,10-06-2024 06:32,Moderna's combo COVID and flu shot offers strong immunity in older ...,Influenza,39.96693,-97.556099,United States,,,1
10408585,10-06-2024 06:30,"Moderna's Flu, Covid Combo Shot Meets Goal in Late-Stage Trial - ...",Influenza,39.96693,-97.556099,United States,,,1
10408586,10-06-2024 06:30,Moderna Stock: Combo Covid And Flu Shot Tops Rivals In Final-Phase ...,Influenza,39.96693,-97.556099,United States,,,1
10408587,10-06-2024 06:30,Moderna hails successful trial of combined Covid and flu shot - ...,Influenza,39.96693,-97.556099,United States,,,1
10408588,10-06-2024 06:30,Covid-flu combination vaccine shows positive results in late-stage ...,Influenza,39.96693,-97.556099,United States,,,1
10408589,10-06-2024 06:30,Moderna flu/COVID beats immune responses for approved shots - Fierce ...,Influenza,39.96693,-97.556099,United States,,,1
10408583,09-06-2024 21:46,Moderna's two-in-one flu and Covid vaccine passes advanced trial - ...,Influenza,39.96693,-97.556099,United States,,,1
10407113,07-06-2024 18:31,Doctors say whooping cough on the rise across Kentucky - WLKY ...,Whooping Cough,37.439899,-84.462898,"Kentucky, United States",,,3
10406719,08-06-2024 02:05,"Don&#39;t be careless! There are 757,000 cases of acute respiratory ...",Respiratory Illness,3.90116,-73.073372,Colombia,,,3
10406252,07-06-2024 19:00,Whooping Cough Kills Eighth Baby As Cases Surge In England - Forbes,Whooping Cough,53.034599,-0.5604,"England, United Kingdom",,,4
10406250,07-06-2024 18:23,World Health Organization confirms Australia's first human case of ...,Avian Influenza H5N1,-25.73497,134.489563,Australia,,,4
10406058,07-06-2024 11:00,"As the name suggests, the doctor&#39;s name means that the mortality ...",Pneumonia,36.519981,103.891769,China,,,3
10406029,07-06-2024 15:39,"Quick Takes: US COVID-19 levels, H5N1, and Polio - University of ...",Avian Influenza H5N1,39.96693,-97.556099,United States,,,3
10405978,07-06-2024 15:37,"Whooping cough cases increasing across the U.S., CDC says - FOX13 ...",Whooping Cough,39.96693,-97.556099,United States,,,4
10405880,07-06-2024 13:37,Clinical Profile and Outcome of Severe Acute Respiratory Illness ...,Respiratory Illness,39.96693,-97.556099,United States,,,1
10405840,07-06-2024 13:27,Flu cases are falling in most parts of the country - Agência Brasil,Influenza,-10.77311,-53.089821,Brazil,,,3
10405804,07-06-2024 13:01,19 deaths due to influenza have been recorded in the country - Radio ...,Influenza,8.50719,-80.102661,Panama,,,4
10405524,07-06-2024 12:12,Genomic surveillance of SARS-CoV-2 evolution by a centralised...,SARS,47.592899,14.14019,Austria,,,3
10405521,07-06-2024 12:12,"Pertussis outbreak in neonates and young infants across Italy,...",Whooping Cough,42.79578,12.07174,Italy,,,3
10405410,07-06-2024 09:18,COVID-19 Pandemic Linked to Changes in RSV Epidemiologic Patterns - ...,Respiratory Syncytial Virus,39.96693,-97.556099,United States,,,1
10405243,07-06-2024 05:40,Bird flu: Why the latest H5N1 case in Michigan is a real cause for ...,Avian Influenza H5N1,43.580299,-84.462898,"Michigan, United States",,,3
10405176,07-06-2024 07:21,"Associations between obesity, a composite risk score for probable ...",SARS,39.96693,-97.556099,United States,,,3
10404992,07-06-2024 02:49,Travel Advisory: Pertussis Outbreak in Greece – Ensure Vaccination ...,Whooping Cough,39.068539,22.95974,Greece,,,4
10404819,06-06-2024 20:54,"UK whooping cough death toll rises to 8, people urged to get vaccines ...",Whooping Cough,54.470001,-2.0215,United Kingdom,,,4
10404565,06-06-2024 15:52,What is H5N1 avian flu and how to protect yourself: we clarify doubts ...,Avian Influenza H5N1,39.96693,-97.556099,United States,,,1
10404433,06-06-2024 17:08,WHO confirms first death from avian influenza of the H5N2 variant in ...,Influenza,19.3318,-99.492203,"Estado de México, Mexico",,,3
10404034,06-06-2024 11:00,What We're Reading: Successful TB Programs; JN.1 COVID-19 Strain ...,Tuberculosis,39.96693,-97.556099,United States,,,1
10403548,05-06-2024 16:47,Pediatrician from Piauí dies from complications of dengue and ...,Pneumonia,-22,-49,"São Paulo, Brazil",,,3
10403112,06-06-2024 12:43,Paxlovid Trial Flops for COVID Pneumonia - Medpage Today,Pneumonia,39.96693,-97.556099,United States,,,1
10402900,05-06-2024 16:47,Pediatrician from Piauí dies from complications of dengue and ...,Pneumonia,-22,-49,"São Paulo, Brazil",,,3
10402313,06-06-2024 12:08,Consultations for respiratory diseases increased by 30% and delays in ...,Respiratory Illness,-35.376438,-64.167732,Argentina,,,1
10402167,05-06-2024 20:33,PAHO warns about the increase in cases of respiratory diseases in ...,Respiratory Illness,-9.16376,-75.875633,Peru,,,1
10402047,04-06-2024 03:00,Current situation of acute respiratory infections in Uruguay - ...,Respiratory Illness,-32.799648,-56.012402,Uruguay,,,3
10401640,06-06-2024 08:28,Cincinnati Zoo's bonobo troop off habitat due to respiratory illness ...,Respiratory Illness,39.162003,-84.456886,"Cincinnati, Ohio, United States",,,3
10401078,05-06-2024 13:08,"Flu cases increase in Uruguay, authorities call for vaccination - ...",Influenza,-32.799648,-56.012402,Uruguay,,,3
10400437,05-06-2024 09:50,"Pertussis cases soar in France, rise in Europe - EURACTIV",Whooping Cough,46.564499,2.55195,France,,,4
10400237,04-06-2024 16:57,"2 additional flu deaths reported in North Carolina, moving season ...",Influenza,35.603699,-78.969803,"North Carolina, United States",,,3
10399829,04-06-2024 15:20,"Assessing the Vaccination Status and Barriers to Influenza, ...",Influenza,39.96693,-97.556099,United States,,,1
10399829,04-06-2024 15:20,"Assessing the Vaccination Status and Barriers to Influenza, ...",Pneumonia,39.96693,-97.556099,United States,,,1
10399577,04-06-2024 09:09,N95 respirator gets top billing in stopping SARS-CoV-2 viral leakage ...,SARS,39.96693,-97.556099,United States,,,3
10398691,03-06-2024 15:09,Latest human H5N1 bird flu case in US is 1st to cause respiratory ...,Avian Influenza H5N1,39.96693,-97.556099,United States,,,4
10398611,03-06-2024 14:36,Basic host response parameters to classify mortality risk in COVID-19 ...,Pneumonia,39.96693,-97.556099,United States,,,1
10398456,03-06-2024 12:56,Whooping Cough Cases Rising Across The US - Videos from The Weather ...,Whooping Cough,39.96693,-97.556099,United States,,,5
10398376,03-06-2024 13:05,China’s Whooping Cough Epidemic Dramatically Worsens - Caixin Global,Whooping Cough,36.519981,103.891769,China,,,4
10397987,03-06-2024 07:00,Keeping H5N1 out of Alberta's dairy herd as U.S. outbreak continues - ...,Avian Influenza H5N1,55.153702,-115.004898,"Alberta Province, Canada",,,4
10397987,03-06-2024 07:00,Keeping H5N1 out of Alberta's dairy herd as U.S. outbreak continues - ...,Avian Influenza H5N1,39.96693,-97.556099,United States,,,4
10397955,03-06-2024 05:11,Western Cape school reintroduces masks as RSV cases increase - IOL,Respiratory Syncytial Virus,-28.998529,25.092541,South Africa,,,3
10397939,03-06-2024 04:44,FDA grants EUA for Watmind USA's SpeedySwab Covid + FLU A&B - Medical ...,Influenza,39.96693,-97.556099,United States,,,1
